"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time"
"315",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-02-09","fed",25502,"35700",NA,NA
"316",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25761,"385,423,403,379,430,549,553,538,576","14:30:00",6
"317",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26034,"10170","16:00:00",NA
"318",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-02-16","fed",26035,"22820","16:00:00",NA
"319",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-02-16","fed",26036,"34400","16:00:00",NA
"320",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26081,"2660,2120,2310,2510,2520","16:00:00",NA
"321",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Body Weight","2015-02-23","fed",26688,"33000","16:00:00",NA
"322",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26767,"9380","16:00:00",NA
"323",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Lean Mass","2015-02-23","fed",26768,"22350","16:00:00",NA
"324",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1745,198,7008,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26808,"2690,1330,2080,2120,1980","16:00:00",NA
"325",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-10-21","fed",15888,"23900",NA,NA
"326",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15889,"1520",NA,NA
"327",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-10-21","fed",15890,"21660",NA,NA
"328",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-10-17","fed",15970,"25450",NA,NA
"329",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15971,"2230",NA,NA
"330",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-10-17","fed",15972,"22510",NA,NA
"331",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-10-20","fed",16036,"25600",NA,NA
"332",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16037,"2390",NA,NA
"333",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-10-20","fed",16038,"22890",NA,NA
"334",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-11-04","fed",16952,"27300",NA,NA
"335",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16953,"4290",NA,NA
"336",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-11-04","fed",16954,"21930",NA,NA
"337",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-11-18","fed",18640,"28500",NA,NA
"338",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18641,"5230",NA,NA
"339",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-11-18","fed",18642,"22440",NA,NA
"340",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-12-04","fed",19653,"31800",NA,NA
"341",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19654,"7200",NA,NA
"342",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-12-04","fed",19655,"23880",NA,NA
"343",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-12-16","fed",20803,"33200",NA,NA
"344",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20804,"8840",NA,NA
"345",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-12-16","fed",20805,"23700",NA,NA
"346",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2014-12-30","fed",21177,"28500",NA,NA
"347",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21178,"4310",NA,NA
"348",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2014-12-30","fed",21179,"23430",NA,NA
"349",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-01-13","fed",22739,"33700",NA,NA
"350",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22740,"8450",NA,NA
"351",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-01-13","fed",22741,"24200",NA,NA
"352",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-01-16","fed",23163,"34800",NA,NA
"353",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23187,"9640",NA,NA
"354",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-01-16","fed",23211,"24500",NA,NA
"355",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-01-19","fed",23318,"32600","16:30:00",NA
"356",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23544,"7890","16:30:00",NA
"357",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-01-19","fed",23545,"23760","16:30:00",NA
"358",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-01-26","fed",23776,"32900",NA,NA
"359",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23799,"8990",NA,NA
"360",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-01-26","fed",23823,"22920",NA,NA
"361",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23836,"2900,3130,2730,2660,3230","16:30:00",NA
"362",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23874,"2870,3330,3200,2410,2930",NA,NA
"363",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-02-02","fed",24492,"33500",NA,NA
"364",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24528,"10870",NA,NA
"365",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-02-02","fed",24552,"21740",NA,NA
"366",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24576,"2020,1950,2120,1640,1520",NA,NA
"367",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25455,"11060",NA,NA
"368",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-02-09","fed",25479,"21280",NA,NA
"369",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-02-09","fed",25503,"33400",NA,NA
"370",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25764,"424,466,445,400,386,384,373,413,472","14:30:00",6
"371",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26040,"8770","16:00:00",NA
"372",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-02-16","fed",26041,"19510","16:00:00",NA
"373",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-02-16","fed",26042,"29400","16:00:00",NA
"374",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26083,"1920,2030,1690,1870,2750","16:00:00",NA
"375",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Body Weight","2015-02-23","fed",26693,"26400","16:00:00",NA
"376",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26769,"6590","16:00:00",NA
"377",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Lean Mass","2015-02-23","fed",26770,"18600","16:00:00",NA
"378",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1746,198,7009,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26807,"1800,1890,2060,1980,2010","16:00:00",NA
"379",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-10-21","fed",15885,"22900",NA,NA
"380",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15886,"1400",NA,NA
"381",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-10-21","fed",15887,"21260",NA,NA
"382",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-10-17","fed",15973,"23760",NA,NA
"383",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15974,"1760",NA,NA
"384",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-10-17","fed",15975,"21310",NA,NA
"385",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-10-20","fed",16033,"24100",NA,NA
"386",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16034,"1680",NA,NA
"387",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-10-20","fed",16035,"22450",NA,NA
"388",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-11-04","fed",16955,"26900",NA,NA
"389",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-11-04","fed",16956,"23160",NA,NA
"390",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16990,"2970",NA,NA
"391",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-11-18","fed",18643,"29500",NA,NA
"392",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18644,"3200",NA,NA
"393",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-11-18","fed",18645,"25630",NA,NA
"394",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-12-04","fed",19656,"32500",NA,NA
"395",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19657,"8490",NA,NA
"396",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-12-04","fed",19658,"27720",NA,NA
"397",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-12-16","fed",20806,"34200",NA,NA
"398",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20807,"7260",NA,NA
"399",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-12-16","fed",20808,"25940",NA,NA
"400",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2014-12-30","fed",21180,"29100",NA,NA
"401",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21181,"2740",NA,NA
"402",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2014-12-30","fed",21182,"25520",NA,NA
"403",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-01-13","fed",22742,"32700",NA,NA
"404",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22743,"4710",NA,NA
"405",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-01-13","fed",22744,"26790",NA,NA
"406",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-01-16","fed",23164,"34200",NA,NA
"407",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23188,"5880",NA,NA
"408",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-01-16","fed",23212,"27690",NA,NA
"409",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-01-19","fed",23319,"32200","16:30:00",NA
"410",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23546,"5260","16:30:00",NA
"411",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-01-19","fed",23547,"25710","16:30:00",NA
"412",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-01-26","fed",23763,"33140",NA,NA
"413",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23788,"4990",NA,NA
"414",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-01-26","fed",23812,"27460",NA,NA
"415",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23837,"2710,3080,2810,2620,2550","16:30:00",NA
"416",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23859,"3290,2900,2640,3330,2470",NA,NA
"417",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-02-02","fed",24502,"34400",NA,NA
"418",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24517,"6040",NA,NA
"419",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-02-02","fed",24541,"27320",NA,NA
"420",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24562,"22380,2180,2390,2700,2640",NA,NA
"421",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25439,"6600",NA,NA
"422",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-02-09","fed",25463,"26840",NA,NA
"423",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-02-09","fed",25487,"34500",NA,NA
"424",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25721,"185,67,59,20,20","14:30:00",6
"425",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26002,"7380","16:00:00",NA
"426",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-02-16","fed",26003,"26960","16:00:00",NA
"427",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-02-16","fed",26004,"35000","16:00:00",NA
"428",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26070,"2490,2120,2620,2500,2380","16:00:00",NA
"429",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Body Weight","2015-02-23","fed",26680,"36400","16:00:00",NA
"430",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26732,"8450","16:00:00",NA
"431",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Lean Mass","2015-02-23","fed",26734,"26880","16:00:00",NA
"432",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1747,198,7010,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26820,"3250,2780,2840,2930,2980","16:00:00",NA
"433",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-10-21","fed",15882,"22500",NA,NA
"434",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15883,"1650",NA,NA
"435",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-10-21","fed",15884,"20090",NA,NA
"436",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-10-17","fed",15976,"22910",NA,NA
"437",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15977,"2130",NA,NA
"438",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-10-17","fed",15978,"20280",NA,NA
"439",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-10-20","fed",16030,"23500",NA,NA
"440",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16031,"1900",NA,NA
"441",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-10-20","fed",16032,"21000",NA,NA
"442",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-11-04","fed",16957,"25600",NA,NA
"443",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16958,"3820",NA,NA
"444",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-11-04","fed",16959,"21050",NA,NA
"445",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-11-18","fed",18646,"27800",NA,NA
"446",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18647,"4700",NA,NA
"447",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-11-18","fed",18648,"22480",NA,NA
"448",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-12-04","fed",19659,"29600",NA,NA
"449",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19660,"5730",NA,NA
"450",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-12-04","fed",19661,"23200",NA,NA
"451",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-12-16","fed",20809,"29700",NA,NA
"452",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20810,"6770",NA,NA
"453",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-12-16","fed",20811,"22390",NA,NA
"454",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2014-12-30","fed",21183,"27400",NA,NA
"455",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21184,"3990",NA,NA
"456",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2014-12-30","fed",21185,"22660",NA,NA
"457",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2015-01-13","fed",22745,"30600",NA,NA
"458",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22746,"6200",NA,NA
"459",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2015-01-13","fed",22747,"23350",NA,NA
"460",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2015-01-16","fed",23165,"31800",NA,NA
"461",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23189,"6770",NA,NA
"462",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2015-01-16","fed",23213,"23880",NA,NA
"463",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2015-01-19","fed",23320,"29900","16:30:00",NA
"464",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23548,"5990","16:30:00",NA
"465",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2015-01-19","fed",23549,"22970","16:30:00",NA
"466",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Body Weight","2015-01-26","fed",23782,"30400",NA,NA
"467",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23805,"7150",NA,NA
"468",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Lean Mass","2015-01-26","fed",23829,"22110",NA,NA
"469",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1748,198,7011,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23838,"2640,1850,2360,2420,2070","16:30:00",NA
